SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
21,AR,Arunachal Pradesh,AR_Kamle,Kamle,0,0,0,0,0,0,0,0,,
22,AR,Arunachal Pradesh,AR_Kra Daadi,Kra Daadi,0,0,0,0,0,0,0,0,,
23,AR,Arunachal Pradesh,AR_Kurung Kumey,Kurung Kumey,0,0,0,0,0,0,0,0,,
24,AR,Arunachal Pradesh,AR_Lepa Rada,Lepa Rada,0,0,0,0,0,0,0,0,,
25,AR,Arunachal Pradesh,AR_Lohit,Lohit,1,0,1,0,0,0,0,0,,
26,AR,Arunachal Pradesh,AR_Longding,Longding,0,0,0,0,0,0,0,0,,
27,AR,Arunachal Pradesh,AR_Lower Dibang Valley,Lower Dibang Valley,0,0,0,0,0,0,0,0,,
28,AR,Arunachal Pradesh,AR_Lower Siang,Lower Siang,0,0,0,0,0,0,0,0,,
29,AR,Arunachal Pradesh,AR_Lower Subansiri,Lower Subansiri,0,0,0,0,0,0,0,0,,
30,AR,Arunachal Pradesh,AR_Namsai,Namsai,0,0,0,0,0,0,0,0,,
31,AR,Arunachal Pradesh,AR_Pakke Kessang,Pakke Kessang,0,0,0,0,0,0,0,0,,
32,AR,Arunachal Pradesh,AR_Papum Pare,Papum Pare,0,0,0,0,0,0,0,0,,
33,AR,Arunachal Pradesh,AR_Shi Yomi,Shi Yomi,0,0,0,0,0,0,0,0,,
34,AR,Arunachal Pradesh,AR_Siang,Siang,0,0,0,0,0,0,0,0,,
35,AR,Arunachal Pradesh,AR_Tawang,Tawang,0,0,0,0,0,0,0,0,,
36,AR,Arunachal Pradesh,AR_Tirap,Tirap,0,0,0,0,0,0,0,0,,
37,AR,Arunachal Pradesh,AR_Upper Dibang Valley,Upper Dibang Valley,0,0,0,0,0,0,0,0,,
38,AR,Arunachal Pradesh,AR_Upper Siang,Upper Siang,0,0,0,0,0,0,0,0,,
39,AR,Arunachal Pradesh,AR_Upper Subansiri,Upper Subansiri,0,0,0,0,0,0,0,0,,
40,AR,Arunachal Pradesh,AR_West Kameng,West Kameng,0,0,0,0,0,0,0,0,,
41,AR,Arunachal Pradesh,AR_West Siang,West Siang,0,0,0,0,0,0,0,0,,
42,AS,Assam,AS_Baksa,Baksa,0,0,0,0,0,0,0,0,,
43,AS,Assam,AS_Barpeta,Barpeta,16,16,0,0,3,3,0,0,,
44,AS,Assam,AS_Biswanath,Biswanath,2,2,0,0,0,0,0,0,,
45,AS,Assam,AS_Bongaigaon,Bongaigaon,5,0,5,0,0,0,0,0,,
46,AS,Assam,AS_Cachar,Cachar,45,34,11,0,11,10,1,0,,
47,AS,Assam,AS_Charaideo,Charaideo,9,9,0,0,0,0,0,0,,
48,AS,Assam,AS_Chirang,Chirang,6,6,0,0,0,0,0,0,,
49,AS,Assam,AS_Darrang,Darrang,8,8,0,0,0,0,0,0,,
50,AS,Assam,AS_Dhemaji,Dhemaji,8,8,0,0,3,3,0,0,,
51,AS,Assam,AS_Dhubri,Dhubri,9,4,5,0,0,0,0,0,,
52,AS,Assam,AS_Dibrugarh,Dibrugarh,4,4,0,0,3,3,0,0,,
53,AS,Assam,AS_Dima Hasao,Dima Hasao,8,8,0,0,1,1,0,0,,
54,AS,Assam,AS_Goalpara,Goalpara,16,12,4,0,0,0,0,0,,
55,AS,Assam,AS_Golaghat,Golaghat,143,134,9,0,0,0,0,0,,
56,AS,Assam,AS_Hailakandi,Hailakandi,12,11,0,1,2,2,0,0,,
57,AS,Assam,AS_Hojai,Hojai,47,47,0,0,1,1,0,0,,
58,AS,Assam,AS_Jorhat,Jorhat,12,8,4,0,0,0,0,0,,
59,AS,Assam,AS_Kamrup,Kamrup,22,21,1,0,0,0,0,0,,
60,AS,Assam,AS_Kamrup Metropolitan,Kamrup Metropolitan,279,251,25,3,32,17,15,0,,
61,AS,Assam,AS_Karbi Anglong,Karbi Anglong,4,4,0,0,0,0,0,0,,
62,AS,Assam,AS_Karimganj,Karimganj,33,31,2,0,0,0,0,0,,
63,AS,Assam,AS_Kokrajhar,Kokrajhar,15,15,0,0,2,2,0,0,,
64,AS,Assam,AS_Lakhimpur,Lakhimpur,28,27,1,0,1,1,0,0,,
65,AS,Assam,AS_Majuli,Majuli,0,0,0,0,0,0,0,0,,
66,AS,Assam,AS_Morigaon,Morigaon,26,20,6,0,0,0,0,0,,
67,AS,Assam,AS_Nagaon,Nagaon,33,33,0,0,10,10,0,0,,
68,AS,Assam,AS_Nalbari,Nalbari,17,13,4,0,0,0,0,0,,
0,AS,Assam,AS_Other State,Other State,1,0,1,0,0,0,0,0,,
69,AS,Assam,AS_Sivasagar,Sivasagar,13,13,0,0,0,0,0,0,,
70,AS,Assam,AS_Sonitpur,Sonitpur,14,14,0,0,0,0,0,0,,
71,AS,Assam,AS_South Salmara Mankachar,South Salmara Mankachar,4,3,1,0,0,0,0,0,,
72,AS,Assam,AS_Tinsukia,Tinsukia,6,6,0,0,0,0,0,0,,
73,AS,Assam,AS_Udalguri,Udalguri,3,3,0,0,0,0,0,0,,
74,AS,Assam,AS_West Karbi Anglong,West Karbi Anglong,5,5,0,0,0,0,0,0,,
75,BR,Bihar,BR_Araria,Araria,29,24,5,0,0,0,0,0,,
76,BR,Bihar,BR_Arwal,Arwal,41,31,10,0,1,1,0,0,,
77,BR,Bihar,BR_Aurangabad,Aurangabad,63,40,23,0,1,1,0,0,,
78,BR,Bihar,BR_Banka,Banka,105,98,7,0,0,0,0,0,,
79,BR,Bihar,BR_Begusarai,Begusarai,180,145,34,1,20,20,0,0,,
80,BR,Bihar,BR_Bhagalpur,Bhagalpur,112,77,35,0,17,17,0,0,,
81,BR,Bihar,BR_Bhojpur,Bhojpur,54,31,23,0,7,7,0,0,,
82,BR,Bihar,BR_Buxar,Buxar,114,55,59,0,0,0,0,0,,
83,BR,Bihar,BR_Darbhanga,Darbhanga,69,54,15,0,0,0,0,0,,
101,BR,Bihar,BR_East Champaran,East Champaran,94,81,12,1,11,11,0,0,,
84,BR,Bihar,BR_Gaya,Gaya,65,57,8,0,12,12,0,0,,
85,BR,Bihar,BR_Gopalganj,Gopalganj,101,51,50,0,2,2,0,0,,
86,BR,Bihar,BR_Jamui,Jamui,29,18,11,0,0,0,0,0,,
87,BR,Bihar,BR_Jehanabad,Jehanabad,112,104,7,1,0,0,0,0,,
88,BR,Bihar,BR_Kaimur,Kaimur,57,22,35,0,4,4,0,0,,
89,BR,Bihar,BR_Katihar,Katihar,134,125,9,0,0,0,0,0,,
90,BR,Bihar,BR_Khagaria,Khagaria,148,129,17,2,5,5,0,0,,
91,BR,Bihar,BR_Kishanganj,Kishanganj,32,20,12,0,0,0,0,0,,
92,BR,Bihar,BR_Lakhisarai,Lakhisarai,32,25,7,0,0,0,0,0,,
93,BR,Bihar,BR_Madhepura,Madhepura,52,43,9,0,0,0,0,0,,
94,BR,Bihar,BR_Madhubani,Madhubani,176,154,22,0,0,0,0,0,,
95,BR,Bihar,BR_Munger,Munger,148,30,117,1,0,0,0,0,,
96,BR,Bihar,BR_Muzaffarpur,Muzaffarpur,43,26,17,0,3,3,0,0,,
97,BR,Bihar,BR_Nalanda,Nalanda,104,32,71,1,13,13,0,0,,
98,BR,Bihar,BR_Nawada,Nawada,81,56,25,0,10,10,0,0,,
100,BR,Bihar,BR_Patna,Patna,232,156,74,2,14,14,0,0,,
102,BR,Bihar,BR_Purnia,Purnia,59,52,7,0,12,12,0,0,,
103,BR,Bihar,BR_Rohtas,Rohtas,201,135,65,1,0,0,0,0,,
104,BR,Bihar,BR_Saharsa,Saharsa,57,55,2,0,0,0,0,0,,
105,BR,Bihar,BR_Samastipur,Samastipur,62,37,25,0,0,0,0,0,,
106,BR,Bihar,BR_Saran,Saran,52,42,9,1,5,5,0,0,,
107,BR,Bihar,BR_Sheikhpura,Sheikhpura,52,42,10,0,0,0,0,0,,
108,BR,Bihar,BR_Sheohar,Sheohar,7,5,2,0,0,0,0,0,,
109,BR,Bihar,BR_Sitamarhi,Sitamarhi,50,43,6,1,0,0,0,0,,
110,BR,Bihar,BR_Siwan,Siwan,72,30,41,1,5,5,0,0,,
111,BR,Bihar,BR_Supaul,Supaul,60,52,8,0,3,3,0,0,,
112,BR,Bihar,BR_Vaishali,Vaishali,64,51,11,2,4,4,0,0,,
99,BR,Bihar,BR_West Champaran,West Champaran,42,24,18,0,0,0,0,0,,
113,CH,Chandigarh,CH_Chandigarh,Chandigarh,289,96,189,4,10,8,2,0,,
114,CT,Chhattisgarh,CT_Balod,Balod,24,14,10,0,0,0,0,0,,
115,CT,Chhattisgarh,CT_Baloda Bazar,Baloda Bazar,20,16,4,0,0,0,0,0,,
116,CT,Chhattisgarh,CT_Balrampur,Balrampur,9,9,0,0,0,0,0,0,,
117,CT,Chhattisgarh,CT_Bametara,Bametara,15,15,0,0,0,0,0,0,,
118,CT,Chhattisgarh,CT_Bastar,Bastar,1,1,0,0,1,1,0,0,,
119,CT,Chhattisgarh,CT_Bijapur,Bijapur,0,0,0,0,0,0,0,0,,
120,CT,Chhattisgarh,CT_Bilaspur,Bilaspur,47,46,1,0,4,4,0,0,,
121,CT,Chhattisgarh,CT_Dakshin Bastar Dantewada,Dakshin Bastar Dantewada,0,0,0,0,0,0,0,0,,
122,CT,Chhattisgarh,CT_Dhamtari,Dhamtari,2,2,0,0,0,0,0,0,,
123,CT,Chhattisgarh,CT_Durg,Durg,10,0,10,0,0,0,0,0,,
124,CT,Chhattisgarh,CT_Gariaband,Gariaband,5,4,1,0,0,0,0,0,,
125,CT,Chhattisgarh,CT_Janjgir Champa,Janjgir Champa,15,10,5,0,0,0,0,0,,
126,CT,Chhattisgarh,CT_Jashpur,Jashpur,16,16,0,0,13,13,0,0,,
127,CT,Chhattisgarh,CT_Kabeerdham,Kabeerdham,13,6,7,0,0,0,0,0,,
128,CT,Chhattisgarh,CT_Kondagaon,Kondagaon,0,0,0,0,0,0,0,0,,
129,CT,Chhattisgarh,CT_Korba,Korba,41,12,29,0,0,0,0,0,,
130,CT,Chhattisgarh,CT_Koriya,Koriya,9,8,1,0,1,1,0,0,,
131,CT,Chhattisgarh,CT_Mahasamund,Mahasamund,0,0,0,0,0,0,0,0,,
132,CT,Chhattisgarh,CT_Mungeli,Mungeli,81,81,0,0,11,11,0,0,,
133,CT,Chhattisgarh,CT_Narayanpur,Narayanpur,0,0,0,0,0,0,0,0,,
134,CT,Chhattisgarh,CT_Raigarh,Raigarh,13,13,0,0,2,2,0,0,,
135,CT,Chhattisgarh,CT_Raipur,Raipur,9,2,7,0,0,0,0,0,,
136,CT,Chhattisgarh,CT_Rajnandgaon,Rajnandgaon,35,34,1,0,-1,-1,0,0,,
137,CT,Chhattisgarh,CT_Sukma,Sukma,0,0,0,0,0,0,0,0,,
138,CT,Chhattisgarh,CT_Surajpur,Surajpur,8,1,7,0,0,0,0,0,,
139,CT,Chhattisgarh,CT_Surguja,Surguja,7,7,0,0,0,0,0,0,,
140,CT,Chhattisgarh,CT_Uttar Bastar Kanker,Uttar Bastar Kanker,15,15,0,0,2,2,0,0,,
766,CT,Chhattisgarh,CT_Gaurela Pendra Marwahi,Gaurela Pendra Marwahi,3,3,0,0,0,0,0,0,,
144,DL,Delhi,DL_Central Delhi,Central Delhi,184,184,0,0,0,0,0,0,,
145,DL,Delhi,DL_East Delhi,East Delhi,38,38,0,0,0,0,0,0,,
146,DL,Delhi,DL_New Delhi,New Delhi,37,37,0,0,0,0,0,0,,
147,DL,Delhi,DL_North Delhi,North Delhi,60,60,0,0,0,0,0,0,,
148,DL,Delhi,DL_North East Delhi,North East Delhi,25,25,0,0,0,0,0,0,,
149,DL,Delhi,DL_North West Delhi,North West Delhi,32,31,0,1,0,0,0,0,,
150,DL,Delhi,DL_Shahdara,Shahdara,48,48,0,0,0,0,0,0,,
151,DL,Delhi,DL_South Delhi,South Delhi,70,70,0,0,0,0,0,0,,
152,DL,Delhi,DL_South East Delhi,South East Delhi,130,130,0,0,0,0,0,0,,
153,DL,Delhi,DL_South West Delhi,South West Delhi,42,42,0,0,0,0,0,0,,
154,DL,Delhi,DL_West Delhi,West Delhi,122,122,0,0,0,0,0,0,,
141,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli,Dadra and Nagar Haveli,2,1,1,0,0,0,0,0,,
142,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Daman,Daman,0,0,0,0,0,0,0,0,,
143,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Diu,Diu,0,0,0,0,0,0,0,0,,
155,GA,Goa,GA_North Goa,North Goa,6,0,6,0,0,0,0,0,,
156,GA,Goa,GA_South Goa,South Goa,18,17,1,0,0,0,0,0,,
0,GJ,Gujarat,GJ_Other State,Other State,10,10,0,0,0,0,0,0,,
157,GJ,Gujarat,GJ_Ahmedabad,Ahmedabad,11344,5233,5331,780,247,-150,381,16,,
158,GJ,Gujarat,GJ_Amreli,Amreli,8,6,2,0,0,-2,2,0,,
159,GJ,Gujarat,GJ_Anand,Anand,97,10,77,10,2,2,0,0,,
160,GJ,Gujarat,GJ_Aravalli,Aravalli,102,11,88,3,1,-9,10,0,,
161,GJ,Gujarat,GJ_Banaskantha,Banaskantha,103,19,80,4,1,-1,2,0,,
162,GJ,Gujarat,GJ_Bharuch,Bharuch,37,5,29,3,0,0,0,0,,
163,GJ,Gujarat,GJ_Bhavnagar,Bhavnagar,120,13,99,8,0,-2,2,0,,
164,GJ,Gujarat,GJ_Botad,Botad,59,4,54,1,1,1,0,0,,
165,GJ,Gujarat,GJ_Chhota Udaipur,Chhota Udaipur,24,3,21,0,1,1,0,0,,
167,GJ,Gujarat,GJ_Dahod,Dahod,36,14,22,0,0,0,0,0,,
187,GJ,Gujarat,GJ_Dang,Dang,2,0,2,0,0,0,0,0,,
166,GJ,Gujarat,GJ_Devbhumi Dwarka,Devbhumi Dwarka,12,1,11,0,0,0,0,0,,
168,GJ,Gujarat,GJ_Gandhinagar,Gandhinagar,241,92,136,13,4,-3,7,0,,
169,GJ,Gujarat,GJ_Gir Somnath,Gir Somnath,45,22,23,0,1,1,0,0,,
170,GJ,Gujarat,GJ_Jamnagar,Jamnagar,52,15,35,2,0,-4,4,0,,
171,GJ,Gujarat,GJ_Junagadh,Junagadh,28,16,12,0,1,-2,3,0,,
173,GJ,Gujarat,GJ_Kheda,Kheda,64,15,45,4,1,0,1,0,,
172,GJ,Gujarat,GJ_Kutch,Kutch,75,48,25,2,7,-6,12,1,,
175,GJ,Gujarat,GJ_Mahisagar,Mahisagar,113,70,41,2,8,8,0,0,,
174,GJ,Gujarat,GJ_Mehsana,Mehsana,105,41,60,4,1,1,0,0,,
176,GJ,Gujarat,GJ_Morbi,Morbi,4,2,2,0,1,1,0,0,,
177,GJ,Gujarat,GJ_Narmada,Narmada,18,5,13,0,0,0,0,0,,
178,GJ,Gujarat,GJ_Navsari,Navsari,23,15,8,0,1,1,0,0,,
179,GJ,Gujarat,GJ_Panchmahal,Panchmahal,81,6,68,7,2,2,0,0,,
180,GJ,Gujarat,GJ_Patan,Patan,76,13,57,6,1,-6,6,1,,
181,GJ,Gujarat,GJ_Porbandar,Porbandar,8,4,4,0,0,0,0,0,,
182,GJ,Gujarat,GJ_Rajkot,Rajkot,104,34,68,2,7,7,0,0,,
183,GJ,Gujarat,GJ_Sabarkantha,Sabarkantha,97,63,31,3,0,-2,2,0,,
184,GJ,Gujarat,GJ_Surat,Surat,1465,393,1007,65,44,23,21,0,,
185,GJ,Gujarat,GJ_Surendranagar,Surendranagar,32,21,10,1,1,0,0,1,,
186,GJ,Gujarat,GJ_Tapi,Tapi,6,4,2,0,0,0,0,0,,
188,GJ,Gujarat,GJ_Vadodara,Vadodara,947,378,530,39,33,30,0,3,,
189,GJ,Gujarat,GJ_Valsad,Valsad,34,23,10,1,1,0,1,0,,
212,HP,Himachal Pradesh,HP_Bilaspur,Bilaspur,18,11,7,0,0,-3,3,0,,
213,HP,Himachal Pradesh,HP_Chamba,Chamba,20,9,11,0,0,0,0,0,,
214,HP,Himachal Pradesh,HP_Hamirpur,Hamirpur,93,83,9,1,0,-2,2,0,,
215,HP,Himachal Pradesh,HP_Kangra,Kangra,69,48,20,1,4,2,2,0,,
216,HP,Himachal Pradesh,HP_Kinnaur,Kinnaur,0,0,0,0,0,0,0,0,,
217,HP,Himachal Pradesh,HP_Kullu,Kullu,1,1,0,0,0,0,0,0,,
218,HP,Himachal Pradesh,HP_Lahaul and Spiti,Lahaul and Spiti,0,0,0,0,0,0,0,0,,
219,HP,Himachal Pradesh,HP_Mandi,Mandi,12,9,1,2,1,1,0,0,,
220,HP,Himachal Pradesh,HP_Shimla,Shimla,9,7,1,1,0,0,0,0,,
221,HP,Himachal Pradesh,HP_Sirmaur,Sirmaur,4,2,2,0,0,0,0,0,,
222,HP,Himachal Pradesh,HP_Solan,Solan,23,17,5,1,3,3,0,0,,
223,HP,Himachal Pradesh,HP_Una,Una,32,15,17,0,0,0,0,0,,
0,HR,Haryana,HR_Foreign Evacuees,Foreign Evacuees,21,21,0,0,0,0,0,0,,
190,HR,Haryana,HR_Ambala,Ambala,47,5,40,2,0,0,0,0,,
191,HR,Haryana,HR_Bhiwani,Bhiwani,11,5,6,0,0,0,0,0,,
192,HR,Haryana,HR_Charkhi Dadri,Charkhi Dadri,8,7,1,0,1,1,0,0,,
193,HR,Haryana,HR_Faridabad,Faridabad,276,131,138,7,18,0,18,0,,
194,HR,Haryana,HR_Fatehabad,Fatehabad,11,4,7,0,2,1,1,0,,
195,HR,Haryana,HR_Gurugram,Gurugram,405,209,193,3,68,67,0,1,,
196,HR,Haryana,HR_Hisar,Hisar,26,21,5,0,4,2,2,0,,
0,HR,Haryana,HR_Italians,Italians,14,0,14,0,0,0,0,0,,
197,HR,Haryana,HR_Jhajjar,Jhajjar,97,7,90,0,0,0,0,0,,
198,HR,Haryana,HR_Jind,Jind,27,8,18,1,0,0,0,0,,
199,HR,Haryana,HR_Kaithal,Kaithal,10,6,4,0,4,4,0,0,,
200,HR,Haryana,HR_Karnal,Karnal,42,25,16,1,5,5,0,0,,
201,HR,Haryana,HR_Kurukshetra,Kurukshetra,26,19,7,0,5,1,4,0,,
202,HR,Haryana,HR_Mahendragarh,Mahendragarh,36,30,6,0,0,0,0,0,,
203,HR,Haryana,HR_Nuh,Nuh,66,1,65,0,0,0,0,0,,
204,HR,Haryana,HR_Palwal,Palwal,51,12,39,0,0,0,0,0,,
205,HR,Haryana,HR_Panchkula,Panchkula,25,0,25,0,0,0,0,0,,
206,HR,Haryana,HR_Panipat,Panipat,60,21,36,3,1,-2,3,0,,
207,HR,Haryana,HR_Rewari,Rewari,18,14,4,0,0,0,0,0,,
208,HR,Haryana,HR_Rohtak,Rohtak,24,12,11,1,5,5,0,0,,
209,HR,Haryana,HR_Sirsa,Sirsa,14,5,9,0,3,3,0,0,,
210,HR,Haryana,HR_Sonipat,Sonipat,180,40,139,1,6,-9,15,0,,
211,HR,Haryana,HR_Yamunanagar,Yamunanagar,9,1,8,0,1,1,0,0,,
246,JH,Jharkhand,JH_Bokaro,Bokaro,17,7,9,1,0,0,0,0,,
247,JH,Jharkhand,JH_Chatra,Chatra,1,1,0,0,0,0,0,0,,
248,JH,Jharkhand,JH_Deoghar,Deoghar,5,0,5,0,0,0,0,0,,
249,JH,Jharkhand,JH_Dhanbad,Dhanbad,11,9,2,0,0,0,0,0,,
250,JH,Jharkhand,JH_Dumka,Dumka,2,0,2,0,0,0,0,0,,
264,JH,Jharkhand,JH_East Singhbhum,East Singhbhum,28,28,0,0,0,0,0,0,,
251,JH,Jharkhand,JH_Garhwa,Garhwa,55,52,3,0,0,0,0,0,,
252,JH,Jharkhand,JH_Giridih,Giridih,16,13,3,0,0,0,0,0,,
253,JH,Jharkhand,JH_Godda,Godda,1,0,1,0,0,0,0,0,,
254,JH,Jharkhand,JH_Gumla,Gumla,13,13,0,0,2,2,0,0,,
255,JH,Jharkhand,JH_Hazaribagh,Hazaribagh,53,45,8,0,0,0,0,0,,
256,JH,Jharkhand,JH_Jamtara,Jamtara,2,0,2,0,0,0,0,0,,
257,JH,Jharkhand,JH_Khunti,Khunti,1,1,0,0,0,0,0,0,,
258,JH,Jharkhand,JH_Koderma,Koderma,31,29,1,1,0,0,0,0,,
259,JH,Jharkhand,JH_Latehar,Latehar,10,10,0,0,0,0,0,0,,
260,JH,Jharkhand,JH_Lohardaga,Lohardaga,2,2,0,0,0,0,0,0,,
261,JH,Jharkhand,JH_Pakur,Pakur,4,4,0,0,0,0,0,0,,
262,JH,Jharkhand,JH_Palamu,Palamu,17,2,15,0,0,0,0,0,,
265,JH,Jharkhand,JH_Ramgarh,Ramgarh,11,11,0,0,0,0,0,0,,
266,JH,Jharkhand,JH_Ranchi,Ranchi,130,28,100,2,4,4,0,0,,
267,JH,Jharkhand,JH_Sahibganj,Sahibganj,0,0,0,0,0,0,0,0,,
268,JH,Jharkhand,JH_Saraikela-Kharsawan,Saraikela-Kharsawan,4,4,0,0,0,0,0,0,,
269,JH,Jharkhand,JH_Simdega,Simdega,10,8,2,0,0,0,0,0,,
263,JH,Jharkhand,JH_West Singhbhum,West Singhbhum,15,15,0,0,0,0,0,0,,
224,JK,Jammu and Kashmir,JK_Anantnag,Anantnag,289,164,120,5,7,5,2,0,,
226,JK,Jammu and Kashmir,JK_Bandipora,Bandipora,146,13,132,1,0,0,0,0,,
227,JK,Jammu and Kashmir,JK_Baramulla,Baramulla,169,66,98,5,16,15,0,1,,
225,JK,Jammu and Kashmir,JK_Budgam,Budgam,89,36,51,2,11,11,0,0,,
228,JK,Jammu and Kashmir,JK_Doda,Doda,2,1,1,0,0,-1,1,0,,
229,JK,Jammu and Kashmir,JK_Ganderbal,Ganderbal,31,7,24,0,0,0,0,0,,
230,JK,Jammu and Kashmir,JK_Jammu,Jammu,121,83,36,2,8,8,0,0,,
231,JK,Jammu and Kashmir,JK_Kathua,Kathua,59,43,16,0,3,3,0,0,,
232,JK,Jammu and Kashmir,JK_Kishtwar,Kishtwar,7,6,1,0,0,0,0,0,,
233,JK,Jammu and Kashmir,JK_Kulgam,Kulgam,255,228,23,4,0,-2,2,0,,
234,JK,Jammu and Kashmir,JK_Kupwara,Kupwara,238,168,70,0,45,45,0,0,,
235,JK,Jammu and Kashmir,JK_Mirpur,Mirpur,0,0,0,0,0,0,0,0,,
236,JK,Jammu and Kashmir,JK_Muzaffarabad,Muzaffarabad,0,0,0,0,0,0,0,0,,
237,JK,Jammu and Kashmir,JK_Pulwama,Pulwama,52,40,12,0,3,3,0,0,,
238,JK,Jammu and Kashmir,JK_Punch,Punch,24,24,0,0,1,1,0,0,,
239,JK,Jammu and Kashmir,JK_Rajouri,Rajouri,15,11,4,0,0,0,0,0,,
240,JK,Jammu and Kashmir,JK_Ramban,Ramban,75,72,3,0,0,0,0,0,,
241,JK,Jammu and Kashmir,JK_Reasi,Reasi,13,10,3,0,1,1,0,0,,
242,JK,Jammu and Kashmir,JK_Samba,Samba,32,22,10,0,0,0,0,0,,
243,JK,Jammu and Kashmir,JK_Shopiyan,Shopiyan,149,42,107,0,8,8,0,0,,
244,JK,Jammu and Kashmir,JK_Srinagar,Srinagar,219,86,126,7,11,11,0,0,,
245,JK,Jammu and Kashmir,JK_Udhampur,Udhampur,51,28,22,1,1,1,0,0,,
270,KA,Karnataka,KA_Bagalkote,Bagalkote,78,6,71,1,0,-1,1,0,,
271,KA,Karnataka,KA_Ballari,Ballari,38,23,14,1,0,0,0,0,,
272,KA,Karnataka,KA_Belagavi,Belagavi,145,61,83,1,0,-3,3,0,,
274,KA,Karnataka,KA_Bengaluru Rural,Bengaluru Rural,13,6,6,1,0,0,0,0,,
273,KA,Karnataka,KA_Bengaluru Urban,Bengaluru Urban,293,131,152,10,9,9,0,0,,
275,KA,Karnataka,KA_Bidar,Bidar,121,94,24,3,12,12,0,0,,
276,KA,Karnataka,KA_Chamarajanagara,Chamarajanagara,0,0,0,0,0,0,0,0,,
277,KA,Karnataka,KA_Chikkaballapura,Chikkaballapura,131,110,19,2,0,0,0,0,,
278,KA,Karnataka,KA_Chikkamagaluru,Chikkamagaluru,16,15,1,0,3,3,0,0,,
279,KA,Karnataka,KA_Chitradurga,Chitradurga,37,32,5,0,6,6,0,0,,
280,KA,Karnataka,KA_Dakshina Kannada,Dakshina Kannada,102,68,27,6,24,12,12,0,,
281,KA,Karnataka,KA_Davanagere,Davanagere,140,71,65,4,0,-13,13,0,,
282,KA,Karnataka,KA_Dharwad,Dharwad,43,32,11,0,0,0,0,0,,
283,KA,Karnataka,KA_Gadag,Gadag,35,23,11,1,0,-5,5,0,,
284,KA,Karnataka,KA_Hassan,Hassan,141,141,0,0,13,13,0,0,,
285,KA,Karnataka,KA_Haveri,Haveri,10,7,3,0,4,4,0,0,,
286,KA,Karnataka,KA_Kalaburagi,Kalaburagi,191,109,75,7,5,5,0,0,,
287,KA,Karnataka,KA_Kodagu,Kodagu,3,2,1,0,0,0,0,0,,
288,KA,Karnataka,KA_Kolar,Kolar,19,19,0,0,0,0,0,0,,
289,KA,Karnataka,KA_Koppal,Koppal,4,4,0,0,0,0,0,0,,
